# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-23))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.23.1	36.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	36.8	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	36.9	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	39.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	39.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	39.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	39.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	41.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	41.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	46.1	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	46.2	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	47.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	47.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	48.1	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	48.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	48.3	7	7	7 [ 7 ]	6 [ 6 ]	1 [ 1 ]
2.0.23.1	48.4	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	48.5	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	48.6	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	48.7	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	48.8	7	7	7 [ 7 ]	6 [ 6 ]	1 [ 1 ]
2.0.23.1	48.9	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	48.10	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	49.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	50.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	50.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	52.1	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.23.1	52.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	52.3	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.23.1	52.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.23.1	52.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	52.6	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.23.1	54.1	4	4	4 [ 4 ]	3 [ 3 ]	1 [ 1 ]
2.0.23.1	54.2	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	54.3	5	5	5 [ 5 ]	5 [ 5 ]	0 [ 0 ]
2.0.23.1	54.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	54.5	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	54.6	5	5	5 [ 5 ]	5 [ 5 ]	0 [ 0 ]
2.0.23.1	54.7	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	54.8	4	4	4 [ 4 ]	3 [ 3 ]	1 [ 1 ]
2.0.23.1	58.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	58.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	58.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	58.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	59.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	59.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	62.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	62.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	62.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	62.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	64.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	64.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	64.3	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.23.1	64.4	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	64.5	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.23.1	64.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	64.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	69.1	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	69.2	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.23.1	71.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	71.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	72.1	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	72.2	7	7	7 [ 7 ]	6 [ 6 ]	1 [ 1 ]
2.0.23.1	72.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	72.4	10	10	10 [ 10 ]	10 [ 10 ]	0 [ 0 ]
2.0.23.1	72.5	14	14	14 [ 14 ]	14 [ 14 ]	0 [ 0 ]
2.0.23.1	72.6	9	9	9 [ 9 ]	8 [ 8 ]	1 [ 1 ]
2.0.23.1	72.7	9	9	9 [ 9 ]	8 [ 8 ]	1 [ 1 ]
2.0.23.1	72.8	14	14	14 [ 14 ]	14 [ 14 ]	0 [ 0 ]
2.0.23.1	72.9	10	10	10 [ 10 ]	10 [ 10 ]	0 [ 0 ]
2.0.23.1	72.10	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	72.11	7	7	7 [ 7 ]	6 [ 6 ]	1 [ 1 ]
2.0.23.1	72.12	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	73.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	73.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	75.1	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.23.1	75.2	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.23.1	78.1	6	6	6 [ 6 ]	4 [ 4 ]	2 [ 2 ]
2.0.23.1	78.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.23.1	78.3	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.23.1	78.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	78.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	78.6	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.23.1	78.7	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.23.1	78.8	6	6	6 [ 6 ]	4 [ 4 ]	2 [ 2 ]
2.0.23.1	81.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	81.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.23.1	81.3	6	6	6 [ 6 ]	4 [ 4 ]	2 [ 2 ]
2.0.23.1	81.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.23.1	81.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	82.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	82.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	82.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	82.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	87.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	87.2	3	3	3 [ 3 ]	0 [ 0 ]	3 [ 3 ]
2.0.23.1	87.3	3	3	3 [ 3 ]	0 [ 0 ]	3 [ 3 ]
2.0.23.1	87.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	92.1	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	92.2	9	9	9 [ 9 ]	8 [ 8 ]	1 [ 1 ]
2.0.23.1	92.3	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.23.1	93.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	93.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	93.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	93.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	94.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	94.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	94.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	94.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	96.1	5	5	5 [ 5 ]	5 [ 5 ]	0 [ 0 ]
2.0.23.1	96.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	96.3	10	10	10 [ 10 ]	10 [ 10 ]	0 [ 0 ]
2.0.23.1	96.4	6	6	6 [ 6 ]	5 [ 5 ]	1 [ 1 ]
2.0.23.1	96.5	14	14	14 [ 14 ]	13 [ 13 ]	1 [ 1 ]
2.0.23.1	96.6	10	10	10 [ 10 ]	10 [ 10 ]	0 [ 0 ]
2.0.23.1	96.7	10	10	10 [ 10 ]	10 [ 10 ]	0 [ 0 ]
2.0.23.1	96.8	14	14	14 [ 14 ]	13 [ 13 ]	1 [ 1 ]
2.0.23.1	96.9	6	6	6 [ 6 ]	5 [ 5 ]	1 [ 1 ]
2.0.23.1	96.10	10	10	10 [ 10 ]	10 [ 10 ]	0 [ 0 ]
2.0.23.1	96.11	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.23.1	96.12	5	5	5 [ 5 ]	5 [ 5 ]	0 [ 0 ]
2.0.23.1	98.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	98.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	100.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	100.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.23.1	100.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
