# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-31))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.31.1	35.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	35.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	36.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	36.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	36.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	38.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	38.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	38.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	38.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	40.1	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.31.1	40.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	40.3	8	8	8 [ 8 ]	8 [ 8 ]	0 [ 0 ]
2.0.31.1	40.4	7	7	7 [ 7 ]	7 [ 7 ]	0 [ 0 ]
2.0.31.1	40.5	7	7	7 [ 7 ]	7 [ 7 ]	0 [ 0 ]
2.0.31.1	40.6	8	8	8 [ 8 ]	8 [ 8 ]	0 [ 0 ]
2.0.31.1	40.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	40.8	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.31.1	41.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	41.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	45.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	45.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	47.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	47.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	49.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	49.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	49.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	50.1	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.31.1	50.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	50.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	50.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	50.5	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	50.6	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.31.1	56.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	56.2	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.31.1	56.3	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.31.1	56.4	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.31.1	56.5	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.31.1	56.6	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.31.1	56.7	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.31.1	56.8	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	59.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	59.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	62.1	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	62.2	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	63.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	63.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	64.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	64.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	64.3	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	64.4	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.31.1	64.5	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	64.6	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	64.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	67.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	67.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	70.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	70.2	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	70.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	70.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	70.5	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	70.6	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	70.7	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	70.8	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	71.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	71.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	72.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	72.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	72.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	72.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	76.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	76.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	76.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	76.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	76.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	76.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	80.1	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	80.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	80.3	13	13	13 [ 13 ]	12 [ 12 ]	1 [ 1 ]
2.0.31.1	80.4	12	12	12 [ 12 ]	10 [ 10 ]	2 [ 2 ]
2.0.31.1	80.5	14	14	14 [ 14 ]	14 [ 14 ]	0 [ 0 ]
2.0.31.1	80.6	14	14	14 [ 14 ]	14 [ 14 ]	0 [ 0 ]
2.0.31.1	80.7	12	12	12 [ 12 ]	10 [ 10 ]	2 [ 2 ]
2.0.31.1	80.8	13	13	13 [ 13 ]	12 [ 12 ]	1 [ 1 ]
2.0.31.1	80.9	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	80.10	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.31.1	81.1	4	4	4 [ 4 ]	0 [ 0 ]	4 [ 4 ]
2.0.31.1	82.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	82.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	82.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.31.1	82.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	90.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	90.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	90.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	90.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	94.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	94.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	94.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	94.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	95.1	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.31.1	95.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	95.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	95.4	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.31.1	97.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	97.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	98.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	98.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	98.3	6	6	6 [ 6 ]	4 [ 4 ]	2 [ 2 ]
2.0.31.1	98.4	6	6	6 [ 6 ]	4 [ 4 ]	2 [ 2 ]
2.0.31.1	98.5	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	98.6	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.31.1	100.1	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.31.1	100.2	9	9	9 [ 9 ]	4 [ 4 ]	5 [ 5 ]
2.0.31.1	100.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	100.4	12	12	12 [ 12 ]	10 [ 10 ]	2 [ 2 ]
2.0.31.1	100.5	16	16	16 [ 16 ]	16 [ 16 ]	0 [ 0 ]
2.0.31.1	100.6	12	12	12 [ 12 ]	10 [ 10 ]	2 [ 2 ]
2.0.31.1	100.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.31.1	100.8	9	9	9 [ 9 ]	4 [ 4 ]	5 [ 5 ]
2.0.31.1	100.9	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
